# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
  134       5.643491254355e+03       1.519846213913e+00       0.000000000000e+00       4.346359289367e+01       2.922556145253e-07      -8.142436318541e-04       4.051175555831e-09 
  135       5.622498562008e+03       1.620662127991e+00       0.000000000000e+00       4.650068993817e+01       2.903763232587e-07      -8.039941217931e-04       4.385466976712e-09 
  136       5.599597023038e+03       1.728063789225e+00       0.000000000000e+00       4.952993828861e+01       2.885143520393e-07      -7.939035074211e-04       4.707271033640e-09 
  137       5.574803046747e+03       1.842172226054e+00       0.000000000000e+00       5.254666414992e+01       2.866672115197e-07      -7.839510032941e-04       5.045701027733e-09 
  138       5.548137237143e+03       1.963098214926e+00       0.000000000000e+00       5.554624489594e+01       2.848323162077e-07      -7.741184792278e-04       5.424491731201e-09 
  139       5.519631769117e+03       2.090917569921e+00       0.000000000000e+00       5.852475682426e+01       2.830114771467e-07      -7.644123924324e-04       5.836654429648e-09 
  140       5.489323823844e+03       2.225693130731e+00       0.000000000000e+00       6.147839070896e+01       2.812071055988e-07      -7.548448545862e-04       6.266102163921e-09 
  141       5.457253338857e+03       2.367482297493e+00       0.000000000000e+00       6.440324871976e+01       2.794207937806e-07      -7.454268816679e-04       6.695269031837e-09 
  142       5.423463049237e+03       2.516336890916e+00       0.000000000000e+00       6.729534384969e+01       2.776532387908e-07      -7.361683169536e-04       7.105056584046e-09 
  143       5.387998528802e+03       2.672303012387e+00       0.000000000000e+00       7.015059934268e+01       2.759041637964e-07      -7.270777525973e-04       7.474779455977e-09 
  144       5.350908231302e+03       2.835420904096e+00       0.000000000000e+00       7.296484812121e+01       2.741722364361e-07      -7.181624497906e-04       7.782110235851e-09 
  145       5.312243531604e+03       3.005724809147e+00       0.000000000000e+00       7.573383221396e+01       2.724549844045e-07      -7.094282575062e-04       8.003023568775e-09 
  146       5.272055271121e+03       3.183236022753e+00       0.000000000000e+00       7.845333775276e+01       2.707499203068e-07      -7.008782103826e-04       8.118681939577e-09 
  147       5.230382928588e+03       3.367941579388e+00       0.000000000000e+00       8.111961596512e+01       2.690583553670e-07      -6.925082686781e-04       8.137350699926e-09 
  148       5.187264469351e+03       3.559813216730e+00       0.000000000000e+00       8.372900223462e+01       2.673821565895e-07      -6.843108001856e-04       8.075569278800e-09 
  149       5.142739767981e+03       3.758813821990e+00       0.000000000000e+00       8.627778439347e+01       2.657225451764e-07      -6.762757370003e-04       7.951548301410e-09 
  150       5.096850629919e+03       3.964897253954e+00       0.000000000000e+00       8.876220290823e+01       2.640800403403e-07      -6.683904644337e-04       7.785229505296e-09 
  151       5.049640813127e+03       4.178008165034e+00       0.000000000000e+00       9.117845106538e+01       2.624544012065e-07      -6.606397082060e-04       7.598346482281e-09 
