# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
  132       2.589615085600e+03       6.992995533500e-01       0.000000000000e+00      -1.965763083401e+01       3.622367377745e-08       4.946438691237e-04      -1.201021258781e-06 
  133       2.611046504189e+03       7.103444176281e-01       0.000000000000e+00      -2.012303038509e+01       3.600806071512e-08       4.900719766435e-04      -1.203209374588e-06 
  134       2.632579550060e+03       7.213467793739e-01       0.000000000000e+00      -2.058996264983e+01       3.579123168345e-08       4.855383661963e-04      -1.205197129429e-06 
  135       2.654215668619e+03       7.323015854297e-01       0.000000000000e+00      -2.105825185601e+01       3.557396990988e-08       4.810498528538e-04      -1.206988955090e-06 
  136       2.675956065331e+03       7.432037442435e-01       0.000000000000e+00      -2.152771990726e+01       3.535701763235e-08       4.766126759462e-04      -1.208589321013e-06 
  137       2.697801697141e+03       7.540481268167e-01       0.000000000000e+00      -2.199818641045e+01       3.514106946183e-08       4.722324548202e-04      -1.210002719045e-06 
  138       2.719753263885e+03       7.648295676537e-01       0.000000000000e+00      -2.246946870302e+01       3.492676546582e-08       4.679141437379e-04      -1.211233647778e-06 
  139       2.741811199712e+03       7.755428657102e-01       0.000000000000e+00      -2.294138188033e+01       3.471468396836e-08       4.636619859147e-04      -1.212286596464e-06 
  140       2.763975664502e+03       7.861827853420e-01       0.000000000000e+00      -2.341373882299e+01       3.450533406252e-08       4.594794666979e-04      -1.213166028524e-06 
  141       2.786246535283e+03       7.967440572539e-01       0.000000000000e+00      -2.388635022421e+01       3.429914783066e-08       4.553692658855e-04      -1.213876364641e-06 
  142       2.808623397645e+03       8.072213794480e-01       0.000000000000e+00      -2.435902461716e+01       3.409647226855e-08       4.513332091842e-04      -1.214421965440e-06 
  143       2.831105537163e+03       8.176094181729e-01       0.000000000000e+00      -2.483156840230e+01       3.389756090865e-08       4.473722188086e-04      -1.214807113750e-06 
  144       2.853691930813e+03       8.279028088724e-01       0.000000000000e+00      -2.530378587471e+01       3.370256513854e-08       4.434862632195e-04      -1.215035996454e-06 
