# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:(.)rho_tot            18:(.)p_tot              19:(.)p_tot_prime        20:gr.fac. D             21:gr.fac. f          
       8.905327247804e+12       9.522515387711e-24       5.199945007917e-08       1.712553756369e+20       1.416747636618e+04       1.590899017178e-09       1.261660133164e+17       3.002237489614e-08       1.730527898399e+40       1.742397259829e+30       9.423168854178e+30       3.982026553939e+39       1.327342184646e+39       3.446454986861e-08       8.041098135439e+39       2.932840368454e+40       2.932840368454e+40       9.776134557790e+39      -7.520063213327e+47       3.201868408752e-05       3.426393597017e-01 
       8.810116687417e+12       9.729446373624e-24       5.256151780486e-08       1.676130262099e+20       1.416747636618e+04       1.608091795925e-09       1.248171199523e+17       3.034682543863e-08       1.657699147481e+40       1.687106548731e+30       9.124147661502e+30       3.814444153034e+39       1.271481384345e+39       3.446454986861e-08       7.702690916602e+39       2.809412655526e+40       2.809412655526e+40       9.364708848148e+39      -7.126567083293e+47       3.213660965846e-05       3.413820415785e-01 
       8.715924062763e+12       9.940874112058e-24       5.313086148817e-08       1.640481441869e+20       1.416747636618e+04       1.625470376308e-09       1.234826481686e+17       3.067478230427e-08       1.587935372842e+40       1.633570352980e+30       8.834615174278e+30       3.653914407532e+39       1.217971469177e+39       3.446454986861e-08       7.378525464727e+39       2.691179361115e+40       2.691179361115e+40       8.970597866894e+39      -6.753661099906e+47       3.225453522939e-05       3.401339171961e-01 
       8.622738490666e+12       1.015689632889e-23       5.370384315029e-08       1.605590819501e+20       1.416747636618e+04       1.643036766279e-09       1.221624437782e+17       3.100628338619e-08       1.521107585870e+40       1.581732997327e+30       8.554270291667e+30       3.500140508533e+39       1.166713502844e+39       3.446454986861e-08       7.068002419295e+39       2.577921879667e+40       2.577921879667e+40       8.593072928844e+39      -6.400267859586e+47       3.237246080034e-05       3.388948860874e-01 
       8.530549204308e+12       1.037761285666e-23       5.428410077002e-08       1.571442269247e+20       1.416747636618e+04       1.660792995487e-09       1.208563542425e+17       3.134136698613e-08       1.457092226399e+40       1.531540573242e+30       8.282821467534e+30       3.352838138250e+39       1.117612712750e+39       3.446454986861e-08       6.770547643696e+39       2.469430805575e+40       2.469430805575e+40       8.231436015312e+39      -6.065366335160e+47       3.249038637128e-05       3.376648492337e-01 
       8.439345551983e+12       1.060312571466e-23       5.487163434736e-08       1.538020008324e+20       1.416747636617e+04       1.678741115517e-09       1.195642286537e+17       3.168007182064e-08       1.395770934255e+40       1.482940882848e+30       8.019986407240e+30       3.211734944325e+39       1.070578314775e+39       3.446454986861e-08       6.485611163689e+39       2.365505546006e+40       2.365505546006e+40       7.885018483520e+39      -5.747988925900e+47       3.260831194223e-05       3.364437090588e-01 
       8.349116995868e+12       1.083353912396e-23       5.546462489292e-08       1.505308589631e+20       1.416747636617e+04       1.696883200126e-09       1.182859177174e+17       3.202243702393e-08       1.337030330417e+40       1.435883384642e+30       7.765491774082e+30       3.076570036268e+39       1.025523345423e+39       3.446454986861e-08       6.212666150534e+39       2.265953950017e+40       2.265953950017e+40       7.553179830324e+39      -5.447218661921e+47       3.272623751319e-05       3.352313693842e-01 
       8.259853110804e+12       1.106895957970e-23       5.606307240669e-08       1.473292894600e+20       1.416747636617e+04       1.715221345479e-09       1.170212737354e+17       3.236850215359e-08       1.280761807387e+40       1.390319140929e+30       7.519072905023e+30       2.947093503089e+39       9.823645010297e+38       3.446454986861e-08       5.951207946921e+39       2.170591953279e+40       2.170591953279e+40       7.235306507961e+39      -5.162186554862e+47       3.284416308414e-05       3.340277354179e-01 
       8.171543583091e+12       1.130949588924e-23       5.667061486747e-08       1.441958126215e+20       1.416747636617e+04       1.733757670398e-09       1.157701505886e+17       3.271830719459e-08       1.226861328382e+40       1.346200766935e+30       7.280473535462e+30       2.823065951226e+39       9.410219837419e+38       3.446454986861e-08       5.700753133895e+39       2.079243237757e+40       2.079243237757e+40       6.930810789646e+39      -4.892069087200e+47       3.296208865511e-05       3.328327137234e-01 
       8.084178209296e+12       1.155525922012e-23       5.728179530706e-08       1.411289802169e+20       1.416747636617e+04       1.752494316600e-09       1.145324037201e+17       3.307189256384e-08       1.175229234973e+40       1.303482381523e+30       7.049445532727e+30       2.704258061923e+39       9.014193539744e+38       3.446454986861e-08       5.460838637041e+39       1.991738905705e+40       1.991738905705e+40       6.639129682899e+39      -4.636085832930e+47       3.308001422607e-05       3.316462121941e-01 
       7.997746895078e+12       1.180636316522e-23       5.790207069367e-08       1.381273748173e+20       1.416747636617e+04       1.771433448949e-09       1.133078901187e+17       3.342929911545e-08       1.125770062830e+40       1.262119559485e+30       6.825748638029e+30       2.590450167238e+39       8.634833890793e+38       3.446454986861e-08       5.231020870295e+39       1.907917167392e+40       1.907917167392e+40       6.359723888610e+39      -4.393497202754e+47       3.319793979704e-05       3.304681400374e-01 
       7.912239654017e+12       1.206292377192e-23       5.852780304849e-08       1.351896091405e+20       1.416747636617e+04       1.790577255705e-09       1.120964683018e+17       3.379056814443e-08       1.078392365208e+40       1.222069285334e+30       6.609150216603e+30       2.481431843886e+39       8.271439479621e+38       3.446454986861e-08       5.010874915778e+39       1.827623041957e+40       1.827623041957e+40       6.092076803913e+39      -4.163602307253e+47       3.331586536801e-05       3.292984077389e-01 
       7.827646606461e+12       1.232505962682e-23       5.915899237152e-08       1.323143254098e+20       1.416747636617e+04       1.809927948775e-09       1.108979982998e+17       3.415574139283e-08       1.033008543872e+40       1.183289908578e+30       6.399425015779e+30       2.377001524186e+39       7.923338413955e+38       3.446454986861e-08       4.799993738154e+39       1.750708070864e+40       1.750708070864e+40       5.835693567019e+39      -3.945736931867e+47       3.343379093899e-05       3.281369270556e-01 
       7.743957978389e+12       1.259289187339e-23       5.979927664157e-08       1.295001947261e+20       1.416747636617e+04       1.829487763971e-09       1.097123416394e+17       3.452486105291e-08       9.895346871323e+39       1.145741100399e+30       6.196354930729e+30       2.276966123371e+39       7.589887077905e+38       3.446454986861e-08       4.597987432050e+39       1.677030043409e+40       1.677030043409e+40       5.590100142248e+39      -3.739271617844e+47       3.355171650997e-05       3.269836109758e-01 
       7.661164100274e+12       1.286654430964e-23       6.044501787983e-08       1.267459164543e+20       1.416747636617e+04       1.849258961267e-09       1.085393613280e+17       3.489796977388e-08       9.478904146990e+39       1.109383811716e+30       5.999728777649e+30       2.181140682590e+39       7.270468941967e+38       3.446454986861e-08       4.404482501141e+39       1.606452733783e+40       1.606452733783e+40       5.354842443574e+39      -3.543609843599e+47       3.366964208096e-05       3.258383737168e-01 
       7.579255405972e+12       1.314614340276e-23       6.109803507570e-08       1.240502176218e+20       1.416747636617e+04       1.869243825060e-09       1.073789218373e+17       3.527511066494e-08       9.079987290614e+39       1.074180232575e+30       5.809342074133e+30       2.089348026928e+39       6.964493423095e+38       3.446454986861e-08       4.219121167587e+39       1.538845649201e+40       1.538845649201e+40       5.129485495043e+39      -3.358186301237e+47       3.378756765195e-05       3.247011306841e-01 
       7.498222431615e+12       1.343181838321e-23       6.175832822919e-08       1.214118523303e+20       1.416747636617e+04       1.889444664436e-09       1.062308890882e+17       3.565632730181e-08       8.697858731264e+39       1.040093752829e+30       5.624996826525e+30       2.001418437827e+39       6.671394792756e+38       3.446454986861e-08       4.041560710519e+39       1.474083788627e+40       1.474083788627e+40       4.913612626537e+39      -3.182465263265e+47       3.390549322294e-05       3.235717984665e-01 
       7.418055814516e+12       1.372370128299e-23       6.242589734029e-08       1.188296011799e+20       1.416747636617e+04       1.909863813432e-09       1.050951304351e+17       3.604166373084e-08       8.331811938462e+39       1.007088924063e+30       5.446501324015e+30       1.917189339280e+39       6.390631130934e+38       3.446454986861e-08       3.871472832375e+39       1.412047411657e+40       1.412047411657e+40       4.706824703372e+39      -3.015939034758e+47       3.402341879394e-05       3.224502948068e-01 
       7.338746292089e+12       1.402192700206e-23       6.310074240901e-08       1.163022707055e+20       1.416747636617e+04       1.930503631313e-09       1.039715146505e+17       3.643116447436e-08       7.981170115856e+39       9.751314227318e+29       5.273669939264e+30       1.836504997246e+39       6.121683324154e+38       3.446454986861e-08       3.708543051897e+39       1.352621817125e+40       1.352621817125e+40       4.508739388333e+39      -2.858126486523e+47       3.414134436494e-05       3.213365385833e-01 
       7.260284700779e+12       1.432663338016e-23       6.378286343534e-08       1.138286928252e+20       1.416747636617e+04       1.951366502838e-09       1.028599119099e+17       3.682487453617e-08       7.645284949865e+39       9.441880144630e+29       5.106322935361e+30       1.759216231703e+39       5.864054105677e+38       3.446454986861e-08       3.552470122679e+39       1.295697131030e+40       1.295697131030e+40       4.318990434749e+39      -2.708571665017e+47       3.425926993594e-05       3.202304497949e-01 
       7.182661975000e+12       1.463796123813e-23       6.447226041928e-08       1.114077243007e+20       1.416747636617e+04       1.972454838537e-09       1.017601937770e+17       3.722283940584e-08       7.323535410994e+39       9.142265194963e+29       4.944286278909e+30       1.685180140827e+39       5.617267136089e+38       3.446454986861e-08       3.402965476178e+39       1.241168103386e+40       1.241168103386e+40       4.137227009333e+39      -2.566842475001e+47       3.437719550695e-05       3.191319495324e-01 
       7.105869146093e+12       1.495605447605e-23       6.516893336084e-08       1.090382462084e+20       1.416747636616e+04       1.993771074993e-09       1.006722331883e+17       3.762510506536e-08       7.015326605586e+39       8.852157792172e+29       4.787391459032e+30       1.614259836772e+39       5.380866122574e+38       3.446454986861e-08       3.259752688174e+39       1.188933913621e+40       1.188933913621e+40       3.963113043511e+39      -2.432529431126e+47       3.449512107797e-05       3.180409599732e-01 
       7.029897341283e+12       1.528106009812e-23       6.587288226001e-08       1.067191634228e+20       1.416747636616e+04       2.015317675119e-09       9.959590443921e+16       3.803171799267e-08       6.720088675911e+39       8.571256237532e+29       4.635475312135e+30       1.546324192580e+39       5.154413975268e+38       3.446454986861e-08       3.122566967677e+39       1.138897984166e+40       1.138897984166e+40       3.796326612056e+39      -2.305244474846e+47       3.461304664899e-05       3.169574043465e-01 
       6.954737782662e+12       1.561312832883e-23       6.658410711680e-08       1.044494041099e+20       1.416747636616e+04       2.037097128447e-09       9.853108316875e+16       3.844272516906e-08       6.437275746526e+39       8.299268405993e+29       4.488379852221e+30       1.481247599730e+39       4.937491999099e+38       3.446454986861e-08       2.991154667346e+39       1.090967801892e+40       1.090967801892e+40       3.636559337867e+39      -2.184619853232e+47       3.473097222001e-05       3.158812069336e-01 
       6.880381786167e+12       1.595241263132e-23       6.730442692060e-08       1.022279192323e+20       1.416747636616e+04       2.059111951410e-09       9.747764634571e+16       3.885817408249e-08       6.166364914999e+39       8.035911442376e+29       4.345952106591e+30       1.418909735897e+39       4.729699119657e+38       3.446454986861e-08       2.865272814515e+39       1.045054747056e+40       1.045054747056e+40       3.483515821803e+39      -2.070307056458e+47       3.484889779104e-05       3.148122930316e-01 
       6.806820760580e+12       1.629906982480e-23       6.803202268202e-08       1.000536820637e+20       1.416747636616e+04       2.081364687639e-09       9.643547225424e+16       3.927811273499e-08       5.906855285086e+39       7.780911467217e+29       4.208043956760e+30       1.359195342487e+39       4.530651141625e+38       3.446454986861e-08       2.744688661948e+39       1.001073929451e+40       1.001073929451e+40       3.336913096507e+39      -1.961975810885e+47       3.496682336207e-05       3.137505889527e-01 
       6.734046206538e+12       1.665326012286e-23       6.876689440105e-08       9.792568771514e+19       1.416747636616e+04       2.103857908252e-09       9.540444047977e+16       3.970258964680e-08       5.658267040617e+39       7.534003291949e+29       4.074511984421e+30       1.301994011530e+39       4.339980038433e+38       3.446454986861e-08       2.629179257509e+39       9.589440314483e+39       9.589440314483e+39       3.196480103218e+39      -1.859313124828e+47       3.508474893310e-05       3.126960219950e-01 
       6.662049715544e+12       1.701514722460e-23       6.951086106710e-08       9.584295266991e+19       1.416747636616e+04       2.126594212154e-09       9.438443189517e+16       4.013165386267e-08       5.420140558338e+39       7.294930143113e+29       3.945217322296e+30       1.247199981540e+39       4.157333271800e+38       3.446454986861e-08       2.518531031934e+39       9.185871576487e+39       9.185871576487e+39       3.061957190604e+39      -1.762022384262e+47       3.520267450414e-05       3.116485204325e-01 
       6.590822969004e+12       1.738489839202e-23       7.026210369077e-08       9.380451432936e+19       1.416747636616e+04       2.149576226336e-09       9.337532864692e+16       4.056535495760e-08       5.192035558106e+39       7.063443395328e+29       3.820025509718e+30       1.194711941974e+39       3.982373139914e+38       3.446454986861e-08       2.412539403961e+39       8.799286908567e+39       8.799286908567e+39       2.933095634680e+39      -1.669822495835e+47       3.532060007519e-05       3.106080134986e-01 
       6.520357737258e+12       1.776268450816e-23       7.102062227204e-08       9.180943056786e+19       1.416747636616e+04       2.172806606178e-09       9.237701414152e+16       4.100374304181e-08       4.973530288834e+39       6.839302312732e+29       3.698806352804e+30       1.144432845912e+39       3.814776153041e+38       3.446454986861e-08       2.311008402065e+39       8.428971541195e+39       8.428971541195e+39       2.809657178937e+39      -1.582447074737e+47       3.543852564624e-05       3.095744313644e-01 
       6.450645878636e+12       1.814868018983e-23       7.178823580034e-08       8.985677929743e+19       1.416747636616e+04       2.196288035757e-09       9.138937303205e+16       4.144686876785e-08       4.764220748708e+39       6.622273798623e+29       3.581433789051e+30       1.096269730625e+39       3.654232435418e+38       3.446454986861e-08       2.213750302130e+39       8.074240785706e+39       8.074240785706e+39       2.691413593821e+39      -1.499643675056e+47       3.555645121729e-05       3.085477051338e-01 
       6.381679338511e+12       1.854306382264e-23       7.256312528625e-08       8.794565804150e+19       1.416747636616e+04       2.220023228159e-09       9.041229120477e+16       4.189478333468e-08       4.563719938204e+39       6.412132153054e+29       3.467785756244e+30       1.050133545693e+39       3.500445152310e+38       3.446454986861e-08       2.120585280347e+39       7.734438768353e+39       7.734438768353e+39       2.578146254748e+39      -1.421173060406e+47       3.567437678835e-05       3.075277668136e-01 
       6.313450148374e+12       1.894601769856e-23       7.334892870858e-08       8.607518351790e+19       1.416747636616e+04       2.244014925785e-09       8.944565576601e+16       4.234753849569e-08       4.371657144563e+39       6.208658838114e+29       3.357744065511e+30       1.005938988355e+39       3.353129961184e+38       3.446454986861e-08       2.031341080744e+39       7.408937217640e+39       7.408937217640e+39       2.469645737887e+39      -1.346808512728e+47       3.579230235942e-05       3.065145493158e-01 
       6.245950424909e+12       1.935772803925e-23       7.414018909913e-08       8.424449123053e+19       1.416747636616e+04       2.268265900679e-09       8.848935502909e+16       4.280518656241e-08       4.187677256358e+39       6.011642250656e+29       3.251194278416e+30       9.636043457935e+38       3.212014485978e+38       3.446454986861e-08       1.945852696687e+39       7.097134302691e+39       7.097134302691e+39       2.365711432946e+39      -1.276335177250e+47       3.591022793048e-05       3.055079864244e-01 
       6.179172369083e+12       1.977838514277e-23       7.494236342609e-08       8.245273506986e+19       1.416747636615e+04       2.292778954838e-09       8.754327850139e+16       4.326778041275e-08       4.011440106924e+39       5.820877502242e+29       3.148025587947e+30       9.230513440484e+38       3.076837813495e+38       3.446454986861e-08       1.863962065798e+39       6.798453520500e+39       6.798453520500e+39       2.266151172257e+39      -1.209549441729e+47       3.602815350156e-05       3.045080127985e-01 
       6.113108265248e+12       2.020818341910e-23       7.575181371067e-08       8.069908692186e+19       1.416747636615e+04       2.317556920543e-09       8.660731687165e+16       4.373537349526e-08       3.842619845406e+39       5.636166206067e+29       3.048130703281e+30       8.842050032972e+38       2.947350010991e+38       3.446454986861e-08       1.785517777707e+39       6.512342630022e+39       6.512342630022e+39       2.170780875470e+39      -1.146258348171e+47       3.614607907264e-05       3.035145639438e-01 
       6.047750480246e+12       2.064732151504e-23       7.657035894226e-08       7.898273628528e+19       1.416747636615e+04       2.342602660680e-09       8.568136199728e+16       4.420801983653e-08       3.680904334287e+39       5.457316270643e+29       2.951405738205e+30       8.469934992206e+38       2.823311664069e+38       3.446454986861e-08       1.710374794104e+39       6.238272631109e+39       6.238272631109e+39       2.079424209204e+39      -1.086279035335e+47       3.626400464372e-05       3.025275762080e-01 
       5.983091462528e+12       2.109600239478e-23       7.739799912088e-08       7.730288989701e+19       1.416747636615e+04       2.367919069077e-09       8.476530689190e+16       4.468577404702e-08       3.525994572264e+39       5.284141700039e+29       2.857750103082e+30       8.113480302043e+38       2.704493434014e+38       3.446454986861e-08       1.638394180575e+39       5.975736786429e+39       5.975736786429e+39       1.991912261014e+39      -1.029438210410e+47       3.638193021481e-05       3.015469867643e-01 
       5.919123741282e+12       2.155443342148e-23       7.823473424651e-08       7.565877136550e+19       1.416747636615e+04       2.393509070834e-09       8.385904571295e+16       4.516869132697e-08       3.377604141413e+39       5.116462400446e+29       2.767066400241e+30       7.772026901294e+38       2.590675633765e+38       3.446454986861e-08       1.569442849716e+39       5.724249684536e+39       5.724249684536e+39       1.908083227086e+39      -9.755716483342e+46       3.649985578590e-05       3.005727335947e-01 
       5.855839925570e+12       2.202282648518e-23       7.908056431916e-08       7.404962081189e+19       1.416747636615e+04       2.419375622664e-09       8.296247374949e+16       4.565682747388e-08       3.235458677625e+39       4.954103992894e+29       2.679260322687e+30       7.444943465165e+38       2.481647821722e+38       3.446454986861e-08       1.503393315069e+39       5.483346342385e+39       5.483346342385e+39       1.827782113070e+39      -9.245237173138e+46       3.661778135700e-05       2.996047554855e-01 
       5.793232703473e+12       2.250139805222e-23       7.993367034942e-08       7.247469451884e+19       1.416747636615e+04       2.445521713232e-09       8.207548741008e+16       4.615023888731e-08       3.099295363322e+39       4.796897631900e+29       2.594240556028e+30       7.131625237976e+38       2.377208412659e+38       3.446454986861e-08       1.440123455405e+39       5.252581345599e+39       5.252581345599e+39       1.750860447508e+39      -8.761469291725e+46       3.673570692810e-05       2.986429920019e-01 
       5.731294841248e+12       2.299036932704e-23       8.079769031610e-08       7.093326458676e+19       1.416747636615e+04       2.471950363500e-09       8.119798421083e+16       4.664898257744e-08       2.968862441526e+39       4.644679829882e+29       2.511918683507e+30       6.831492915013e+38       2.277164305004e+38       3.446454986861e-08       1.379516288932e+39       5.031528024935e+39       5.031528024935e+39       1.677176007319e+39      -8.303015132254e+46       3.685363249921e-05       2.976873834912e-01 
       5.670019182489e+12       2.348996628260e-23       8.167080522981e-08       6.942461859742e+19       1.416747636615e+04       2.498664627079e-09       8.032986276353e+16       4.715311616931e-08       2.843918750375e+39       4.497292287133e+29       2.432209094062e+30       6.543991571423e+38       2.181330523808e+38       3.446454986861e-08       1.321459756999e+39       4.819777667398e+39       4.819777667398e+39       1.606592554839e+39      -7.868550124527e+46       3.697155807032e-05       2.967378710522e-01 
       5.609398647303e+12       2.400041984339e-23       8.255483407993e-08       6.794805928470e+19       1.416747636615e+04       2.525667590581e-09       7.947102276398e+16       4.766269791203e-08       2.724233277234e+39       4.354581727201e+29       2.355028893282e+30       6.268589636205e+38       2.089529878735e+38       3.446454986861e-08       1.265846516911e+39       4.616938760557e+39       4.616938760557e+39       1.538979585922e+39      -7.456819008035e+46       3.708948364144e-05       2.957943965427e-01 
       5.549426231492e+12       2.452196591428e-23       8.344613888767e-08       6.650290421225e+19       1.416747636615e+04       2.552962373974e-09       7.862136498035e+16       4.817778668301e-08       2.609584731565e+39       4.216399737488e+29       2.280297817213e+30       6.004777909363e+38       2.001592636454e+38       3.446454986861e-08       1.212573743461e+39       4.422636268664e+39       4.422636268664e+39       1.474212088654e+39      -7.066632205249e+46       3.720740921256e-05       2.948569025488e-01 
       5.490095005742e+12       2.505484555111e-23       8.434835763182e-08       6.508848545819e+19       1.416747636615e+04       2.580552130942e-09       7.778079124175e+16       4.869844199671e-08       2.499761135776e+39       4.082602614906e+29       2.207938148878e+30       5.752068620431e+38       1.917356206810e+38       3.446454986861e-08       1.161542938806e+39       4.236510939241e+39       4.236510939241e+39       1.412170312208e+39      -6.696862384678e+46       3.732533478369e-05       2.939253323878e-01 
       5.431398114822e+12       2.559930504049e-23       8.525967132300e-08       6.370414930632e+19       1.416747636614e+04       2.608440049254e-09       7.694920442687e+16       4.922472401053e-08       2.394559433289e+39       3.953051216430e+29       2.137874637457e+30       5.509994526618e+38       1.836664842206e+38       3.446454986861e-08       1.112659750359e+39       4.058218638842e+39       4.058218638842e+39       1.352739545436e+39      -6.346441203775e+46       3.744326035483e-05       2.929996300892e-01 
       5.373328776795e+12       2.615559601387e-23       8.618189895060e-08       6.234925594403e+19       1.416747636614e+04       2.636629351125e-09       7.612650845277e+16       4.975669353177e-08       2.293785113101e+39       3.827610814402e+29       2.070034420034e+30       5.278108048907e+38       1.759369349636e+38       3.446454986861e-08       1.065833796330e+39       3.887429716775e+39       3.887429716775e+39       1.295809904774e+39      -6.014356222271e+46       3.756118592597e-05       2.920797403843e-01 
       5.315880282232e+12       2.672397559041e-23       8.711322152521e-08       6.102317916659e+19       1.416747636614e+04       2.665123293595e-09       7.531260826377e+16       5.029441202547e-08       2.197251850149e+39       3.706150956415e+29       2.004346945816e+30       5.055980444510e+38       1.685326814837e+38       3.446454986861e-08       1.020978498623e+39       3.723828395598e+39       3.723828395598e+39       1.241276131074e+39      -5.699647977019e+46       3.767911149711e-05       2.911656086998e-01 
       5.259045993436e+12       2.730470644675e-23       8.805363904685e-08       5.972530608770e+19       1.416747636614e+04       2.693925168903e-09       7.450740982048e+16       5.083794162001e-08       2.104781160802e+39       3.588545329648e+29       1.940743902769e+30       4.843201014151e+38       1.614400338050e+38       3.446454986861e-08       9.780109227528e+38       3.567112187269e+39       3.567112187269e+39       1.189037394990e+39      -5.401407209909e+46       3.779703706826e-05       2.902571811380e-01 
       5.202819343679e+12       2.789805700588e-23       8.900497050490e-08       5.845503685627e+19       1.416747636614e+04       2.723038304866e-09       7.371082008889e+16       5.138734511635e-08       2.016202072860e+39       3.474671629511e+29       1.879159146572e+30       4.639376342711e+38       1.546458780904e+38       3.446454986861e-08       9.368516245095e+38       3.416991333867e+39       3.416991333867e+39       1.138997110547e+39      -5.118772240829e+46       3.791496263942e-05       2.893544044787e-01 
       5.147193836439e+12       2.850430147918e-23       8.996721589938e-08       5.721178437914e+19       1.416747636614e+04       2.752466065264e-09       7.292274702971e+16       5.194268599278e-08       1.931350809439e+39       3.364411432449e+29       1.819528631835e+30       4.444129571831e+38       1.481376523944e+38       3.446454986861e-08       8.974245030675e+38       3.273188271845e+39       3.273188271845e+39       1.091062756563e+39      -4.850926478088e+46       3.803288821058e-05       2.884572261538e-01 
       5.092163044650e+12       2.912372008615e-23       9.094037523028e-08       5.599497404977e+19       1.416747636614e+04       2.782211850231e-09       7.214309958762e+16       5.250402841509e-08       1.850070486153e+39       3.257650072789e+29       1.761790345488e+30       4.257099703122e+38       1.419033234374e+38       3.446454986861e-08       8.596566602824e+38       3.135437118835e+39       3.135437118835e+39       1.045145705582e+39      -4.597096059113e+46       3.815081378175e-05       2.875655942539e-01 
       5.037720609963e+12       2.975659908773e-23       9.192262950819e-08       5.480404348266e+19       1.416747636614e+04       2.812279096645e-09       7.137178768087e+16       5.307143724106e-08       1.772210821052e+39       3.154276523491e+29       1.705884242296e+30       4.077940930703e+38       1.359313643568e+38       3.446454986861e-08       8.234782659063e+38       3.003483182050e+39       3.003483182050e+39       1.001161060009e+39      -4.356547614601e+46       3.826873935292e-05       2.866794575008e-01 
       4.983860242006e+12       3.040323100155e-23       9.291579772253e-08       5.363844225340e+19       1.416747636614e+04       2.842671278525e-09       7.060872219076e+16       5.364497803048e-08       1.697627856755e+39       3.054183280690e+29       1.651752182414e+30       3.906322001833e+38       1.302107333944e+38       3.446454986861e-08       7.888224284766e+38       2.877082487372e+39       2.877082487372e+39       9.590274951382e+38      -4.128586149654e+46       3.838666492410e-05       2.857987652530e-01 
       4.930575717662e+12       3.106391468323e-23       9.391987987328e-08       5.249763164432e+19       1.416747636614e+04       2.873391907437e-09       6.985381495143e+16       5.422471705107e-08       1.626183694285e+39       2.957266251888e+29       1.599337870919e+30       3.741925604444e+38       1.247308534815e+38       3.446454986861e-08       7.556250716380e+38       2.756001328262e+39       2.756001328262e+39       9.186671087891e+38      -3.912553035800e+46       3.850459049529e-05       2.849234674861e-01 
       4.877860880347e+12       3.173895548348e-23       9.493487596046e-08       5.138108439545e+19       1.416747636613e+04       2.904444532892e-09       6.910697873962e+16       5.481072128674e-08       1.557746238103e+39       2.863424647712e+29       1.548586799273e+30       3.584447780450e+38       1.194815926817e+38       3.446454986861e-08       7.238248156693e+38       2.640015833652e+39       2.640015833652e+39       8.800052772723e+38      -3.707824108074e+46       3.862251606648e-05       2.840535147865e-01 
       4.825709639299e+12       3.242866540452e-23       9.596078598406e-08       5.028828446088e+19       1.416747636613e+04       2.935832742765e-09       6.836812726461e+16       5.540305844573e-08       1.492188951870e+39       2.772560877090e+29       1.499446188631e+30       3.433597363751e+38       1.144532454584e+38       3.446454986861e-08       6.933628639968e+38       2.528911554019e+39       2.528911554019e+39       8.429705174140e+38      -3.513807861676e+46       3.874044163768e-05       2.831888583454e-01 
       4.774115968878e+12       3.313336319850e-23       9.699760994408e-08       4.921872677025e+19       1.416747636613e+04       2.967560163701e-09       6.763717515827e+16       5.600179696719e-08       1.429390624493e+39       2.684580445766e+29       1.451864934955e+30       3.289095441886e+38       1.096365147295e+38       3.446454986861e-08       6.641828944829e+38       2.422483064885e+39       2.422483064885e+39       8.074943543882e+38      -3.329943742987e+46       3.885836720888e-05       2.823294499412e-01 
       4.723073907862e+12       3.385337458589e-23       9.804534784053e-08       4.817191699528e+19       1.416747636613e+04       2.999630461540e-09       6.691403796515e+16       5.660700603100e-08       1.369235146010e+39       2.599391858026e+29       1.405793555871e+30       3.150674840343e+38       1.050224946781e+38       3.446454986861e-08       6.362309552907e+38       2.320533587001e+39       2.320533587001e+39       7.735111951116e+38      -3.155700530013e+46       3.897629278009e-05       2.814752419427e-01 
       4.672577558767e+12       3.458903231455e-23       9.910581866279e-08       4.714737132134e+19       1.416747636613e+04       3.032047341739e-09       6.619863213276e+16       5.721875556329e-08       1.311611292913e+39       2.516906521549e+29       1.361184139205e+30       3.018079628567e+38       1.006026542856e+38       3.446454986861e-08       6.094553651298e+38       2.222874622512e+39       2.222874622512e+39       7.409582069665e+38      -2.990574797577e+46       3.909421835130e-05       2.806261872856e-01 
       4.622621087159e+12       3.534067642084e-23       1.001772034215e-07       4.614461622381e+19       1.416747636613e+04       3.064814549798e-09       6.549087500191e+16       5.783711624747e-08       1.256412522502e+39       2.437038655274e+29       1.317990293159e+30       2.891064646766e+38       9.636882155887e+37       3.446454986861e-08       5.838066177019e+38       2.129325606442e+39       2.129325606442e+39       7.097752016269e+38      -2.834089462814e+46       3.921214392253e-05       2.797822394801e-01 
       4.573198720982e+12       3.610865427153e-23       1.012595021166e-07       4.516318824924e+19       1.416747636613e+04       3.097935871696e-09       6.479068479714e+16       5.846215952920e-08       1.203536775895e+39       2.359705200194e+29       1.276167098064e+30       2.769395052625e+38       9.231316842083e+37       3.446454986861e-08       5.592372901664e+38       2.039713572836e+39       2.039713572836e+39       6.799045237747e+38      -2.685792406777e+46       3.933006949375e-05       2.789433525858e-01 
       4.524304749894e+12       3.689332083254e-23       1.023545337375e-07       4.420263380116e+19       1.416747636613e+04       3.131415134327e-09       6.409798061730e+16       5.909395762762e-08       1.152886289327e+39       2.284825732974e+29       1.235671059670e+30       2.652845887096e+38       8.842819623654e+37       3.446454986861e-08       5.357019554587e+38       1.953872834960e+39       1.953872834960e+39       6.512909444986e+38      -2.545255168176e+46       3.944799506499e-05       2.781094812185e-01 
