# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
   84       2.224109162356e+03       5.271843673891e-01       0.000000000000e+00      -1.296500889531e+01       1.116727589289e-07       4.717059289402e-04      -1.821560829415e-06 
   85       2.251740473348e+03       5.424774555750e-01       0.000000000000e+00      -1.355603131609e+01       1.109831497594e-07       4.659418844580e-04      -1.832763858590e-06 
   86       2.279607842418e+03       5.578358037748e-01       0.000000000000e+00      -1.415474218008e+01       1.102946198687e-07       4.602924285695e-04      -1.846949348777e-06 
   87       2.307714117227e+03       5.732469495210e-01       0.000000000000e+00      -1.476075418949e+01       1.096115807834e-07       4.547683192130e-04      -1.863514646784e-06 
   88       2.336060446454e+03       5.886980946624e-01       0.000000000000e+00      -1.537366753160e+01       1.089368688815e-07       4.493752248968e-04      -1.881736206005e-06 
   89       2.364646194869e+03       6.041761054601e-01       0.000000000000e+00      -1.599306994378e+01       1.082714907505e-07       4.441132378614e-04      -1.900761817593e-06 
   90       2.393468858390e+03       6.196675126827e-01       0.000000000000e+00      -1.661853677852e+01       1.076143534424e-07       4.389763734607e-04      -1.919602654995e-06 
   91       2.422523979155e+03       6.351585117032e-01       0.000000000000e+00      -1.724963106833e+01       1.069619792809e-07       4.339520557632e-04      -1.937125131844e-06 
   92       2.451805060587e+03       6.506349625938e-01       0.000000000000e+00      -1.788590359082e+01       1.063082048752e-07       4.290205893731e-04      -1.952042573217e-06 
   93       2.481305707143e+03       6.660826168504e-01       0.000000000000e+00      -1.852689665505e+01       1.056467192487e-07       4.241626711104e-04      -1.963204341104e-06 
   94       2.511026596186e+03       6.814878363620e-01       0.000000000000e+00      -1.917215597094e+01       1.049802890117e-07       4.193850846805e-04      -1.970557276981e-06 
   95       2.540969402533e+03       6.968369832544e-01       0.000000000000e+00      -1.982122069350e+01       1.043136880341e-07       4.146997776928e-04      -1.974384603871e-06 
   96       2.571134613522e+03       7.121162060610e-01       0.000000000000e+00      -2.047361997501e+01       1.036509564923e-07       4.101160693246e-04      -1.975030424393e-06 
   97       2.601521474621e+03       7.273114429298e-01       0.000000000000e+00      -2.112887308108e+01       1.029952713980e-07       4.056403990870e-04      -1.972903240365e-06 
   98       2.632127935027e+03       7.424084248297e-01       0.000000000000e+00      -2.178648950673e+01       1.023488097764e-07       4.012760689067e-04      -1.968479547966e-06 
   99       2.662950593275e+03       7.573926787575e-01       0.000000000000e+00      -2.244596909248e+01       1.017126043351e-07       3.970229785207e-04      -1.962307508442e-06 
  100       2.693984642836e+03       7.722495309447e-01       0.000000000000e+00      -2.310680214040e+01       1.010863914669e-07       3.928773541854e-04      -1.955010694351e-06 
  101       2.725223817723e+03       7.869641100639e-01       0.000000000000e+00      -2.376846953022e+01       1.004684514285e-07       3.888314707003e-04      -1.947291911366e-06 
  102       2.756660338095e+03       8.015213504362e-01       0.000000000000e+00      -2.443044283534e+01       9.985544053834e-08       3.848733667455e-04      -1.939937095619e-06 
  103       2.788284855860e+03       8.159059952371e-01       0.000000000000e+00      -2.509218443897e+01       9.924221523407e-08       3.809865535334e-04      -1.933819286590e-06 
  104       2.820088442507e+03       8.301029759951e-01       0.000000000000e+00      -2.575315427547e+01       9.862373732364e-08       3.771553533378e-04      -1.929713643887e-06 
  105       2.852068975588e+03       8.440986025622e-01       0.000000000000e+00      -2.641283084151e+01       9.800179886113e-08       3.733828114430e-04      -1.927690644508e-06 
  106       2.884225517563e+03       8.578795406176e-01       0.000000000000e+00      -2.707069325284e+01       9.737975149280e-08       3.696758466820e-04      -1.927607840604e-06 
  107       2.916556319043e+03       8.714324569843e-01       0.000000000000e+00      -2.772621505905e+01       9.676050542334e-08       3.660398036438e-04      -1.929286167732e-06 
  108       2.949058786831e+03       8.847440269705e-01       0.000000000000e+00      -2.837886443241e+01       9.614645891325e-08       3.624783208321e-04      -1.932507825052e-06 
  109       2.981729451972e+03       8.978009417121e-01       0.000000000000e+00      -2.902810435680e+01       9.553942417983e-08       3.589931956937e-04      -1.937014111806e-06 
  110       3.014563937794e+03       9.105899155140e-01       0.000000000000e+00      -2.967339281657e+01       9.494054963210e-08       3.555842465182e-04      -1.942503220069e-06 
  111       3.047556927958e+03       9.230976931920e-01       0.000000000000e+00      -3.031418298540e+01       9.435023837078e-08       3.522491712078e-04      -1.948627983782e-06 
  112       3.080702134503e+03       9.353110574149e-01       0.000000000000e+00      -3.094992341523e+01       9.376806288373e-08       3.489834029176e-04      -1.954993584059e-06 
  113       3.113992265887e+03       9.472168360458e-01       0.000000000000e+00      -3.158005822506e+01       9.319267586782e-08       3.457799625673e-04      -1.961155210763e-06 
  114       3.147418995038e+03       9.588019094844e-01       0.000000000000e+00      -3.220402728993e+01       9.262171710781e-08       3.426293082224e-04      -1.966615680374e-06 
  115       3.180972927397e+03       9.700532180087e-01       0.000000000000e+00      -3.282126642969e+01       9.205171634303e-08       3.395191813464e-04      -1.970823010115e-06 
  116       3.214644875974e+03       9.809581255439e-01       0.000000000000e+00      -3.343121281532e+01       9.147936721626e-08       3.364383097130e-04      -1.973286043421e-06 
  117       3.248429930707e+03       9.915055454504e-01       0.000000000000e+00      -3.403332152941e+01       9.090593002495e-08       3.333886287742e-04      -1.973950760238e-06 
  118       3.282323826154e+03       1.001684966034e+00       0.000000000000e+00      -3.462705138315e+01       9.033369963549e-08       3.303749891423e-04      -1.972887798910e-06 
  119       3.316321658583e+03       1.011486116747e+00       0.000000000000e+00      -3.521186011159e+01       8.976468395617e-08       3.274014300739e-04      -1.970180925116e-06 
  120       3.350417865570e+03       1.020898978677e+00       0.000000000000e+00      -3.578720460866e+01       8.920056374440e-08       3.244711159731e-04      -1.965927627464e-06 
  121       3.384606205598e+03       1.029913795044e+00       0.000000000000e+00      -3.635254116218e+01       8.864265058233e-08       3.215862715224e-04      -1.960239723138e-06 
  122       3.418879737664e+03       1.038521081694e+00       0.000000000000e+00      -3.690732568885e+01       8.809184298924e-08       3.187481154422e-04      -1.953243973601e-06 
  123       3.453230800878e+03       1.046711637589e+00       0.000000000000e+00      -3.745101396929e+01       8.754858063905e-08       3.159567928788e-04      -1.945082710351e-06 
  124       3.487650994067e+03       1.054476555302e+00       0.000000000000e+00      -3.798306188303e+01       8.701279665128e-08       3.132113064200e-04      -1.935914470734e-06 
  125       3.522131155371e+03       1.061807231511e+00       0.000000000000e+00      -3.850292564351e+01       8.648386792390e-08       3.105094457391e-04      -1.925914643800e-06 
  126       3.556661341853e+03       1.068695377491e+00       0.000000000000e+00      -3.901006203312e+01       8.596056347630e-08       3.078477158677e-04      -1.915276126226e-06 
  127       3.591230809094e+03       1.075133029609e+00       0.000000000000e+00      -3.950392863820e+01       8.544099077082e-08       3.052212640957e-04      -1.904209988283e-06 
  128       3.625827990799e+03       1.081112559814e+00       0.000000000000e+00      -3.998398408401e+01       8.492253998120e-08       3.026238055005e-04      -1.892946149861e-06 
  129       3.660441706020e+03       1.086626986392e+00       0.000000000000e+00      -4.044969443523e+01       8.440280165072e-08       3.000496830901e-04      -1.881690169018e-06 
  130       3.695064973894e+03       1.091670922475e+00       0.000000000000e+00      -4.090055269194e+01       8.388267703667e-08       2.975005974772e-04      -1.870484046969e-06 
  131       3.729691580788e+03       1.096239751899e+00       0.000000000000e+00      -4.133606188640e+01       8.336383548975e-08       2.949798392523e-04      -1.859323852053e-06 
  132       3.764314878687e+03       1.100329350790e+00       0.000000000000e+00      -4.175572938574e+01       8.284777678502e-08       2.924902170461e-04      -1.848201373950e-06 
  133       3.798927773579e+03       1.103936100201e+00       0.000000000000e+00      -4.215906717112e+01       8.233580915447e-08       2.900340234688e-04      -1.837103878516e-06 
  134       3.833522713843e+03       1.107056898762e+00       0.000000000000e+00      -4.254559211679e+01       8.182902641270e-08       2.876130003862e-04      -1.826013858115e-06 
  135       3.868091678636e+03       1.109689175315e+00       0.000000000000e+00      -4.291482626927e+01       8.132828416157e-08       2.852283035316e-04      -1.814908777455e-06 
  136       3.902626166276e+03       1.111830901559e+00       0.000000000000e+00      -4.326629712644e+01       8.083417505962e-08       2.828804664552e-04      -1.803760814918e-06 
  137       3.937117182632e+03       1.113480604691e+00       0.000000000000e+00      -4.359953791670e+01       8.034700314215e-08       2.805693638083e-04      -1.792536599394e-06 
  138       3.971555229505e+03       1.114637380049e+00       0.000000000000e+00      -4.391408787808e+01       7.986675717774e-08       2.782941739650e-04      -1.781196942616e-06 
  139       4.005930293022e+03       1.115300903750e+00       0.000000000000e+00      -4.420949253738e+01       7.939308304706e-08       2.760533409804e-04      -1.769696566988e-06 
  140       4.040231832015e+03       1.115471445337e+00       0.000000000000e+00      -4.448530398928e+01       7.892525512989e-08       2.738445358841e-04      -1.757983828923e-06 
  141       4.074448766410e+03       1.115149880416e+00       0.000000000000e+00      -4.474108117546e+01       7.846214668603e-08       2.716646173110e-04      -1.746000437675e-06 
  142       4.108569465614e+03       1.114337703302e+00       0.000000000000e+00      -4.497639016376e+01       7.800219921611e-08       2.695095914685e-04      -1.733681169667e-06 
  143       4.142581736900e+03       1.113037039658e+00       0.000000000000e+00      -4.519080442729e+01       7.754339078795e-08       2.673745714392e-04      -1.720953578329e-06 
