x,y
854,2439.546654
855,2431.79319
856,2423.863118
857,2415.759119
858,2407.483904
859,2399.040217
860,2390.430833
861,2381.65856
862,2372.72624
863,2363.636744
864,2354.392979
865,2344.997882
866,2335.454423
867,2325.765607
868,2315.934471
869,2305.964082
870,2295.857546
871,2285.617996
872,2275.248603
873,2264.752569
874,2254.13313
875,2243.393557
876,2232.537153
877,2221.567255
878,2210.487234
879,2199.300497
880,2188.010482
881,2176.620663
882,2165.134548
883,2153.555679
884,2141.887634
885,2130.134025
886,2118.298496
887,2106.38473
888,2094.396442
889,2082.337384
890,2070.211341
891,2058.022002
892,2045.772556
893,2033.466085
894,2021.105704
895,2008.694551
896,1996.235798
897,1983.732641
898,1971.188307
899,1958.606051
900,1945.989157
901,1933.340938
902,1920.664735
903,1907.96392
904,1895.241891
905,1882.502077
906,1869.747938
907,1856.982961
908,1844.210661
909,1831.434587
910,1818.658313
911,1805.885446
912,1793.11962
913,1780.364502
914,1767.623785
915,1754.901195
916,1742.200487
917,1729.525446
918,1716.879888
919,1704.267657
920,1691.69263
921,1679.158714
922,1666.669844
923,1654.229989
924,1641.843147
925,1629.513346
926,1617.244646
927,1605.041138
928,1592.906944
929,1580.846215
930,1568.863136
931,1556.961513
932,1545.14354
933,1533.411015
934,1521.765744
935,1510.209547
936,1498.744251
937,1487.371694
938,1476.093726
939,1464.912207
940,1453.829006
941,1442.846003
942,1431.965088
943,1421.188164
944,1410.517142
945,1399.953944
946,1389.500504
947,1379.158763
948,1368.930676
949,1358.818209
950,1348.823335
951,1338.948042
952,1329.194325
953,1319.564191
954,1310.05966
955,1300.682759
956,1291.435528
957,1282.320018
958,1273.338289
959,1264.492414
960,1255.784475
961,1247.216566
962,1238.790792
963,1230.509269
964,1222.374122
965,1214.38749
966,1206.551521
967,1198.868374
968,1191.34022
969,1183.969241
970,1176.757629
971,1169.707168
972,1162.81797
973,1156.089716
974,1149.52208
975,1143.114726
976,1136.867308
977,1130.779469
978,1124.850844
979,1119.081059
980,1113.469727
981,1108.016453
982,1102.720833
983,1097.582451
984,1092.600884
985,1087.775695
986,1083.10644
987,1078.592665
988,1074.233903
989,1070.029681
990,1065.979513
991,1062.082904
992,1058.339347
993,1054.748328
994,1051.309319
995,1048.021786
996,1044.88518
997,1041.898945
998,1039.062514
999,1036.375308
1000,1033.83674
1001,1031.446209
1002,1029.203108
1003,1027.106817
1004,1025.156703
1005,1023.352128
1006,1021.692439
1007,1020.176973
1008,1018.805058
1009,1017.576009
1010,1016.489133
1011,1015.543528
1012,1014.737498
1013,1014.06913
1014,1013.536494
1015,1013.137636
1016,1012.870584
1017,1012.733346
1018,1012.723909
1019,1012.840238
1020,1013.080279
1021,1013.441958
1022,1013.923179
1023,1014.521825
1024,1015.235761
1025,1016.062828
1026,1017.000848
1027,1018.047621
1028,1019.200927
1029,1020.458524
1030,1021.818151
1031,1023.277523
1032,1024.834335
1033,1026.486262
1034,1028.230956
1035,1030.066049
1036,1031.989151
1037,1033.997849
1038,1036.089712
1039,1038.262284
1040,1040.513089
1041,1042.839631
1042,1045.239388
1043,1047.709819
1044,1050.248363
1045,1052.852433
1046,1055.519422
1047,1058.246703
1048,1061.031623
1049,1063.871509
1050,1066.763667
1051,1069.705483
1052,1072.694737
1053,1075.729295
1054,1078.807006
1055,1081.925702
1056,1085.083195
1057,1088.277281
1058,1091.505738
1059,1094.766326
1060,1098.056786
1061,1101.374843
1062,1104.718204
1063,1108.084556
1064,1111.471569
1065,1114.876897
1066,1118.298171
1067,1121.733009
1068,1125.179008
1069,1128.633748
1070,1132.094788
1071,1135.559672
1072,1139.025925
1073,1142.491052
1074,1145.952539
1075,1149.407858
1076,1152.854456
1077,1156.289767
1078,1159.711204
1079,1163.11616
1080,1166.502011
1081,1169.866114
1082,1173.205808
1083,1176.518411
1084,1179.801224
1085,1183.051529
1086,1186.266586
1087,1189.443641
1088,1192.579916
1089,1195.672618
1090,1198.718932
1091,1201.716323
1092,1204.66343
1093,1207.559184
1094,1210.402508
1095,1213.19232
1096,1215.927531
1097,1218.607047
1098,1221.229766
1099,1223.794581
1100,1226.300379
1101,1228.74604
1102,1231.130437
1103,1233.452438
1104,1235.710905
1105,1237.904691
1106,1240.032646
1107,1242.093612
1108,1244.086425
1109,1246.009913
1110,1247.8629
1111,1249.644202
1112,1251.35263
1113,1252.986988
1114,1254.546071
1115,1256.028672
1116,1257.433575
1117,1258.759557
1118,1260.005389
1119,1261.169837
1120,1262.251659
1121,1263.249606
1122,1264.162424
1123,1264.988851
1124,1265.727619
1125,1266.377453
1126,1266.937073
1127,1267.405191
1128,1267.780512
1129,1268.061735
1130,1268.247552
1131,1268.336941
1132,1268.33005
1133,1268.227324
1134,1268.029211
1135,1267.736169
1136,1267.348659
1137,1266.867148
1138,1266.29211
1139,1265.624024
1140,1264.863375
1141,1264.010654
1142,1263.066358
1143,1262.030989
1144,1260.905057
1145,1259.689074
1146,1258.383562
1147,1256.989048
1148,1255.506063
1149,1253.935145
1150,1252.276839
1151,1250.531695
1152,1248.70027
1153,1246.783125
1154,1244.78083
1155,1242.693957
1156,1240.523089
1157,1238.26881
1158,1235.931715
1159,1233.512402
1160,1231.011476
1161,1228.429547
1162,1225.767233
1163,1223.025158
1164,1220.20395
1165,1217.304247
1166,1214.326689
1167,1211.271925
1168,1208.14061
1169,1204.933404
1170,1201.650974
1171,1198.294118
1172,1194.86414
1173,1191.362479
1174,1187.790584
1175,1184.149919
1176,1180.441956
1177,1176.668181
1178,1172.830089
1179,1168.92919
1180,1164.967002
1181,1160.945058
1182,1156.864899
1183,1152.728081
1184,1148.536171
1185,1144.290745
1186,1139.993395
1187,1135.645722
1188,1131.249338
1189,1126.805871
1190,1122.316956
1191,1117.784243
1192,1113.209392
1193,1108.594077
1194,1103.939983
1195,1099.248805
1196,1094.522254
1197,1089.76205
1198,1084.969926
1199,1080.147626
1200,1075.296909
1201,1070.419543
1202,1065.51731
1203,1060.592004
1204,1055.645429
1205,1050.679406
1206,1045.695763
1207,1040.696343
1208,1035.683002
1209,1030.657606
1210,1025.622036
1211,1020.578098
1212,1015.527266
1213,1010.47094
1214,1005.410525
1215,1000.34744
1216995.2831088
1217990.2189672
1218985.1564588
1219980.0970366
1220975.0421629
1221969.993309
1222964.9519555
1223959.9195924
1224954.8977187
1225949.8878427
1226944.8914821
1227939.9101638
1228934.9454242
1229929.9988087
1230925.0718723
1231920.1661795
1232915.2833038
1233910.4248285
1234905.5923461
1235900.7874587
1236896.0117776
1237891.266924
1238886.5545282
1239881.8762303
1240877.2336798
1241872.6285359
1242868.0624671
1243863.5371518
1244859.0542779
1245854.6155428
1246850.2226539
1247845.8773278
1248841.5812912
1249837.3362803
1250833.1440411
1251829.0061202
1252824.9232351
1253820.8958965
1254816.924617
1255813.0099109
1256809.1522942
1257805.3522849
1258801.6104024
1259797.9271681
1260794.3031052
1261790.7387385
1262787.2345947
1263783.7912023
1264780.4090915
1265777.0887943
1266773.8308445
1267770.6357777
1268767.5041312
1269764.4364442
1270761.4332577
1271758.4951144
1272755.6225589
1273752.8161374
1274750.0763982
1275747.4038912
1276744.7991683
1277742.2627828
1278739.7952903
1279737.397248
1280735.0692148
1281732.8117517
1282730.6254212
1283728.5107879
1284726.4684181
1285724.4988799
1286722.6027433
1287720.7805802
1288719.0329641
1289717.3604707
1290715.7636771
1291714.2429719
1292712.7979802
1293711.428132
1294710.1328518
1295708.9115588
1296707.7636673
1297706.6885857
1298705.6857177
1299704.7544614
1300703.8942095
1301703.1043494
1302702.3842634
1303701.7333281
1304701.150915
1305700.63639
1306700.1891137
1307699.8084414
1308699.4937228
1309699.2443023
1310699.0595187
1311698.9387057
1312698.8811911
1313698.8862975
1314698.953342
1315699.0816361
1316699.2704858
1317699.5191918
1318699.8270489
1319700.1933466
1320700.6173689
1321701.0983941
1322701.635695
1323702.2285387
1324702.8761869
1325703.5778954
1326704.3329148
1327705.1404896
1328705.9998591
1329706.9102565
1330707.8709098
1331708.8809785
1332709.9393669
1333711.0449089
1334712.1964303
1335713.3927494
1336714.632676
1337715.9150123
1338717.2385521
1339718.6020814
1340720.0043781
1341721.4442121
1342722.920345
1343724.4315305
1344725.9765141
1345727.5540332
1346729.1628169
1347730.8015863
1348732.4690543
1349734.1639256
1350735.8848967
1351737.6306557
1352739.3998827
1353741.1912494
1354743.0034192
1355744.8350474
1356746.6847808
1357748.5512579
1358750.433109
1359752.3289559
1360754.2374121
1361756.1570827
1362758.0865644
1363760.0244455
1364761.9693059
1365763.919717
1366765.8742417
1367767.8314345
1368769.7898415
1369771.7480001
1370773.7044392
1371775.657762
1372777.6068951
1373779.5508416
1374781.4885993
1375783.4191601
1376785.3415102
1377787.2546301
1378789.1574946
1379791.0490729
1380792.9283282
1381794.794218
1382796.6456943
1383798.4817031
1384800.3011845
1385802.1030731
1386803.8862976
1387805.6497806
1388807.3924394
1389809.113185
1390810.8109229
1391812.4845524
1392814.1329672
1393815.755055
1394817.3496978
1395818.9157714
1396820.4521459
1397821.9576855
1398823.4312483
1399824.8716866
1400826.2778468
1401827.6485692
1402828.9826882
1403830.2790323
1404831.5364238
1405832.7536793
1406833.929609
1407835.0630175
1408836.1527031
1409837.1974582
1410838.196069
1411839.1474752
1412840.0512502
1413840.9071256
1414841.7148326
1415842.4741016
1416843.1846622
1417843.8462436
1418844.4585742
1419845.0213819
1420845.5343936
1421845.997336
1422846.4099348
1423846.7719151
1424847.0830016
1425847.3429179
1426847.5513873
1427847.7081323
1428847.8128748
1429847.8653359
1430847.8652362
1431847.8122955
1432847.7062331
1433847.5467674
1434847.3336164
1435847.0664972
1436846.7451265
1437846.36922
1438845.938493
1439845.4526599
1440844.9114348
1441844.3145307
1442843.6616602
1443842.9525352
1444842.1868668
1445841.3643655
1446840.4847413
1447839.5477031
1448838.5529596
1449837.5002186
1450836.3891871
1451835.2197055
1452833.9921506
1453832.7070362
1454831.3648802
1455829.9662039
1456828.5115326
1457827.0013955
1458825.4363252
1459823.8168585
1460822.1435358
1461820.4169013
1462818.637503
1463816.805893
1464814.9226268
1465812.988264
1466811.0033681
1467808.9685063
1468806.8842496
1469804.7511731
1470802.5698557
1471800.34088
1472798.0648326
1473795.7423042
1474793.373889
1475790.9601854
1476788.5017957
1477785.999326
1478783.4533863
1479780.8645908
1480778.2335573
1481775.5609079
1482772.8472682
1483770.0932683
1484767.2995419
1485764.4667268
1486761.5954647
1487758.6864014
1488755.7401867
1489752.7574743
1490749.738922
1491746.6852285
1492743.5972442
1493740.4758613
1494737.3219774
1495734.1364955
1496730.9203235
1497727.6743747
1498724.3995678
1499721.0968266
1500717.7670802
1501714.4112631
1502711.0303151
1503707.625181
1504704.1968114
1505700.7461619
1506697.2741935
1507693.7818726
1508690.270171
1509686.7400657
1510683.1925392
1511679.6285793
1512676.0491793
1513672.4553378
1514668.8480589
1515665.2283519
1516661.5972319
1517657.9557191
1518654.3048394
1519650.6456238
1520646.9791092
1521643.3063376
1522639.6283567
1523635.9462197
1524632.2609851
1525628.5737171
1526624.8854853
1527621.1973649
1528617.5104367
1529613.8257868
1530610.144507
1531606.4676298
1532602.7959325
1533599.1301311
1534595.4709452
1535591.8190979
1536588.175316
1537584.5403298
1538580.914873
1539577.299683
1540573.6955009
1541570.1030713
1542566.5231422
1543562.9564655
1544559.4037966
1545555.8658943
1546552.3435212
1547548.8374437
1548545.3484315
1549541.877258
1550538.4247004
1551534.9915394
1552531.5785594
1553528.1865484
1554524.8162982
1555521.468604
1556518.1442649
1557514.8440837
1558511.5688666
1559508.3194239
1560505.0965691
1561501.9011199
1562498.7338974
1563495.5957264
1564492.4874356
1565489.4098573
1566486.3638275
1567483.3501859
1568480.3697762
1569477.4234454
1570474.5120448
1571471.6363151
1572468.7965446
1573465.9929082
1574463.2255812
1575460.494739
1576457.8005574
1577455.1432127
1578452.522881
1579449.9397391
1580447.3939639
1581444.8857327
1582442.4152229
1583439.9826124
1584437.5880792
1585435.2318018
1586432.9139588
1587430.6347292
1588428.3942922
1589426.1928273
1590424.0305143
1591421.9075334
1592419.8240649
1593417.7802896
1594415.7763883
1595413.8125424
1596411.8889333
1597410.005743
1598408.1631535
1599406.3613472
1600404.6005069
1601402.8808155
1602401.2024563
1603399.5656129
1604397.9704691
1605396.4172091
1606394.9060172
1607393.4370783
1608392.0105773
1609390.6266995
1610389.2856306
1611387.9874648
1612386.7319297
1613385.518659
1614384.3472842
1615383.2174341
1616382.1287351
1617381.0808112
1618380.0732839
1619379.1057724
1620378.1778932
1621377.2892603
1622376.4394855
1623375.6281779
1624374.8549443
1625374.1193886
1626373.4211128
1627372.759716
1628372.1347948
1629371.5459435
1630370.9927537
1631370.4748147
1632369.991713
1633369.5430329
1634369.1283558
1635368.747261
1636368.3993249
1637368.0841215
1638367.8012224
1639367.5501964
1640367.3306098
1641367.1420266
1642366.9840079
1643366.8561125
1644366.7578964
1645366.6889132
1646366.648714
1647366.636847
1648366.6528582
1649366.6962907
1650366.7666852
1651366.8635575
1652366.9863317
1653367.1344065
1654367.3071775
1655367.5040368
1656367.7243733
1657367.9675728
1658368.2330175
1659368.5200867
1660368.8281561
1661369.1565982
1662369.5047824
1663369.8720745
1664370.2578371
1665370.6614297
1666371.0822081
1667371.519525
1668371.9727299
1669372.4411687
1670372.9241841
1671373.4211155
1672373.9312988
1673374.4540667
1674374.9887485
1675375.5346701
1676376.091154
1677376.6575194
1678377.2330822
1679377.8171548
1680378.4090461
1681379.0080619
1682379.6135043
1683380.2246723
1684380.8408612
1685381.4613631
1686382.0854665
1687382.7124567
1688383.3416154
1689383.9722208
1690384.603548
1691385.2349146
1692385.8658206
1693386.4958103
1694387.1244256
1695387.7512062
1696388.37569
1697388.9974125
1698389.615907
1699390.2307048
1700390.8413349
1701391.4473242
1702392.0481975
1703392.6434774
1704393.2326842
1705393.8153361
1706394.3909493
1707394.9590375
1708395.5191124
1709396.0706835
1710396.6132581
1711397.1463414
1712397.669436
1713398.1820429
1714398.6836604
1715399.1737849
1716399.6519104
1717400.1175288
1718400.5701297
1719401.0092006
1720401.4342266
1721401.8446907
1722402.2400736
1723402.6198539
1724402.9835079
1725403.3305095
1726403.6603305
1727403.9724405
1728404.2663069
1729404.5413945
1730404.7971663
1731405.0331594
