x,y
1732405.2492165
1733405.4452564
1734405.6211981
1735405.7769602
1736405.9124612
1737406.0276196
1738406.1223536
1739406.1965815
1740406.2502212
1741406.2831905
1742406.2954073
1743406.286789
1744406.2572533
1745406.2067174
1746406.1350984
1747406.0423135
1748405.9282795
1749405.7929133
1750405.6361314
1751405.4578504
1752405.2579866
1753405.0364563
1754404.7931755
1755404.5280603
1756404.2410263
1757403.9319893
1758403.6008649
1759403.2475683
1760402.8720149
1761402.4741199
1762402.0537981
1763401.6109645
1764401.1455337
1765400.6574202
1766400.1465387
1767399.6128032
1768399.0561281
1769398.4764272
1770397.8736145
1771397.2476621
1772396.598776
1773395.9272219
1774395.2332671
1775394.5171801
1776393.779231
1777393.0196914
1778392.2388342
1779391.4369338
1780390.6142662
1781389.7711087
1782388.9077402
1783388.0244409
1784387.1214925
1785386.1991783
1786385.2577831
1787384.2975928
1788383.3188953
1789382.3219797
1790381.3071364
1791380.2746577
1792379.2248371
1793378.1579697
1794377.0743519
1795375.9742819
1796374.8580592
1797373.7259848
1798372.5783612
1799371.4154925
1800370.2376841
1801369.0452432
1802367.8384782
1803366.6176993
1804365.3832179
1805364.1353471
1806362.8744016
1807361.6006974
1808360.3145522
1809359.016285
1810357.7062166
1811356.3846802
1812355.0520548
1813353.7087322
1814352.3551063
1815350.9915724
1816349.618528
1817348.2363722
1818346.845506
1819345.4463323
1820344.0392558
1821342.6246831
1822341.2030224
1823339.7746841
1824338.3400802
1825336.8996247
1826335.4537333
1827334.0028238
1828332.5473156
1829331.08763
1830329.6241905
1831328.1574219
1832326.6877514
1833325.2156079
1834323.7414219
1835322.2656262
1836320.7886552
1837319.3109453
1838317.8329348
1839316.3550638
1840314.8777744
1841313.4015105
1842311.926718
1843310.4538446
1844308.9833398
1845307.5156554
1846306.0512446
1847304.590563
1848303.1340676
1849301.6822179
1850300.2354747
1851298.7942678
1852297.3588946
1853295.9296203
1854294.5067111
1855293.0904344
1856291.6810585
1857290.2788528
1858288.8840879
1859287.4970353
1860286.1179677
1861284.7471586
1862283.384883
1863282.0314166
1864280.6870363
1865279.3520202
1866278.0266472
1867276.7111976
1868275.4059525
1869274.1111942
1870272.8272061
1871271.5542727
1872270.2926796
1873269.0427132
1874267.8046614
1875266.5788129
1876265.3654577
1877264.1648866
1878262.9773919
1879261.8032666
1880260.6428051
1881259.4963026
1882258.3640556
1883257.2463618
1884256.1435196
1885255.055829
1886253.9835907
1887252.9271067
1888251.8866801
1889250.862615
1890249.8552169
1891248.8647413
1892247.8912428
1893246.9347248
1894245.9951908
1895245.0726441
1896244.1670878
1897243.278525
1898242.4069582
1899241.5523902
1900240.7148233
1901239.8942599
1902239.0907019
1903238.3041513
1904237.5346098
1905236.7820789
1906236.0465601
1907235.3280545
1908234.6265631
1909233.9420868
1910233.2746263
1911232.624182
1912231.9907543
1913231.3743433
1914230.774949
1915230.1925711
1916229.6272092
1917229.0788628
1918228.5475312
1919228.0332133
1920227.5359081
1921227.0556142
1922226.5923302
1923226.1460545
1924225.7167852
1925225.3045202
1926224.9092574
1927224.5309945
1928224.1697287
1929223.8254575
1930223.4981778
1931223.187851
1932222.8942963
1933222.6172961
1934222.356632
1935222.1120843
1936221.8834324
1937221.6704546
1938221.4729282
1939221.2906291
1940221.1233326
1941220.9708125
1942220.8328418
1943220.7091922
1944220.5996346
1945220.5039385
1946220.4218726
1947220.3532043
1948220.2977
1949220.2551249
1950220.2252434
1951220.2078186
1952220.2026124
1953220.2093857
1954220.2278985
1955220.2579095
1956220.2991762
1957220.3514553
1958220.4145021
1959220.488071
1960220.5719152
1961220.6657868
1962220.7694369
1963220.8826153
1964221.0050708
1965221.136551
1966221.2768026
1967221.425571
1968221.5826005
1969221.7476344
1970221.9204146
1971222.1006793
1972222.2881538
1973222.4825595
1974222.6836163
1975222.8910432
1976223.1045579
1977223.3238767
1978223.5487151
1979223.7787871
1980224.0138054
1981224.2534819
1982224.497527
1983224.7456498
1984224.9975584
1985225.2529597
1986225.5115592
1987225.7730614
1988226.0371693
1989226.303585
1990226.5720091
1991226.8421412
1992227.1136795
1993227.3863211
1994227.6597618
1995227.9336963
1996228.2078178
1997228.4818186
1998228.7553895
1999229.0282201
2000229.299999
2001229.5704133
2002229.839149
2003230.1058907
2004230.3703219
2005230.632125
2006230.8909807
2007231.146569
2008231.3985682
2009231.6466556
2010231.8905072
2011232.1298236
2012232.3644083
2013232.5940899
2014232.8186966
2015233.0380557
2016233.2519941
2017233.4603378
2018233.6629124
2019233.8595427
2020234.0500529
2021234.2342666
2022234.4120067
2023234.5830956
2024234.7473548
2025234.9046053
2026235.0546675
2027235.1973611
2028235.3325051
2029235.4599179
2030235.5794173
2031235.6908204
2032235.7939435
2033235.8886026
2034235.9746128
2035236.0517884
2036236.1199435
2037236.1788911
2038236.2284437
2039236.2684133
2040236.298611
2041236.3188474
2042236.3289324
2043236.3286751
2044236.3178843
2045236.2963677
2046236.2639326
2047236.2203856
2048236.1655326
2049236.0991789
2050236.021129
2051235.9312221
2052235.8294372
2053235.7157887
2054235.5902912
2055235.4529594
2056235.3038081
2057235.1428524
2058234.9701073
2059234.7855881
2060234.5893105
2061234.3812899
2062234.1615422
2063233.9300833
2064233.6869293
2065233.4320964
2066233.1656011
2067232.88746
2068232.5976897
2069232.2963072
2070231.9833295
2071231.6587738
2072231.3226574
2073230.974998
2074230.6158131
2075230.2451206
2076229.8629385
2077229.469285
2078229.0641785
2079228.6476372
2080228.2196801
2081227.7803257
2082227.3295932
2083226.8675015
2084226.3940701
2085225.9093183
2086225.4132659
2087224.9059324
2088224.387338
2089223.8575027
2090223.3164467
2091222.7642139
2092222.2009419
2093221.6267926
2094221.0419283
2095220.4465122
2096219.8407081
2097219.2246806
2098218.5985949
2099217.962617
2100217.3169136
2101216.6616519
2102215.9970002
2103215.3231272
2104214.6402024
2105213.9483961
2106213.247879
2107212.538823
2108211.8214003
2109211.095784
2110210.3621479
2111209.6206665
2112208.871515
2113208.1148694
2114207.3509063
2115206.579803
2116205.8017377
2117205.0168893
2118204.2254371
2119203.4275616
2120202.6234436
2121201.813265
2122200.9972081
2123200.1754561
2124199.348193
2125198.5156032
2126197.6778723
2127196.8351862
2128195.9877318
2129195.1356966
2130194.2792689
2131193.4186384
2132192.5539981
2133191.6855421
2134190.8134657
2135189.9379646
2136189.0592355
2137188.1774756
2138187.2928832
2139186.4056569
2140185.5159965
2141184.6241023
2142183.7301754
2143182.8344177
2144181.9370318
2145181.0382212
2146180.1381899
2147179.237143
2148178.3352862
2149177.4328257
2150176.529969
2151175.6269239
2152174.7238992
2153173.8211045
2154172.91875
2155172.0170468
2156171.1162067
2157170.2164423
2158169.3179669
2159168.4209948
2160167.5257408
2161166.6324206
2162165.7412508
2163164.8524485
2164163.9662317
2165163.0828193
2166162.2024308
2167161.3252867
2168160.451608
2169159.5816166
2170158.7155354
2171157.8535695
2172156.9958522
2173156.1424988
2174155.2936253
2175154.4493477
2176153.6097827
2177152.7750472
2178151.9452585
2179151.1205343
2180150.3009929
2181149.4867526
2182148.6779324
2183147.8746516
2184147.0770297
2185146.2851869
2186145.4992435
2187144.7193205
2188143.945539
2189143.1780207
2190142.4168875
2191141.6622618
2192140.9142664
2193140.1730244
2194139.4386596
2195138.7112956
2196137.9910571
2197137.2780686
2198136.5724553
2199135.8743428
2200135.1838569
2201134.5011241
2202133.8262709
2203133.1594245
2204132.5007125
2205131.8502626
2206131.2082033
2207130.5746632
2208129.9497714
2209129.3336575
2210128.7264512
2211128.1282593
2212127.5390944
2213126.9589452
2214126.3878007
2215125.8256493
2216125.2724798
2217124.7282803
2218124.1930394
2219123.6667452
2220123.1493857
2221122.6409489
2222122.1414227
2223121.6507949
2224121.169053
2225120.6961846
2226120.232177
2227119.7770176
2228119.3306934
2229118.8931917
2230118.4644993
2231118.0446029
2232117.6334895
2233117.2311454
2234116.8375573
2235116.4527114
2236116.0765941
2237115.7091913
2238115.3504893
2239115.0004737
2240114.6591306
2241114.3264454
2242114.0024037
2243113.686991
2244113.3801926
2245113.0819937
2246112.7923793
2247112.5113344
2248112.2388438
2249111.9748924
2250111.7194646
2251111.4725298
2252111.2339967
2253111.0037584
2254110.7817073
2255110.5677359
2256110.3617357
2257110.1635981
2258109.973214
2259109.7904738
2260109.6152674
2261109.4474843
2262109.2870138
2263109.1337443
2264108.9875641
2265108.8483608
2266108.7160219
2267108.5904341
2268108.4714838
2269108.359057
2270108.2530392
2271108.1533154
2272108.0597702
2273107.9722877
2274107.8907516
2275107.8150452
2276107.7450512
2277107.6806519
2278107.6217294
2279107.5681648
2280107.5198393
2281107.4766333
2282107.4384269
2283107.4050997
2284107.3765308
2285107.3525988
2286107.3331821
2287107.3181583
2288107.3074048
2289107.3007985
2290107.2982156
2291107.2995321
2292107.3046233
2293107.313364
2294107.3256285
2295107.3412907
2296107.360224
2297107.3823013
2298107.4073952
2299107.4353776
2300107.4661201
2301107.4994938
2302107.5353693
2303107.5736166
2304107.6141056
2305107.6567054
2306107.7012848
2307107.747712
2308107.7958548
2309107.8455805
2310107.8967561
2311107.9492479
2312108.0029217
2313108.0576431
2314108.1132771
2315108.169688
2316108.2267399
2317108.2842965
2318108.3422206
2319108.400375
2320108.4586217
2321108.5168224
2322108.5748383
2323108.63253
2324108.6897577
2325108.7463811
2326108.8022596
2327108.8572518
2328108.911216
2329108.9640102
2330109.0154915
2331109.0655288
2332109.1140388
2333109.1609499
2334109.2061902
2335109.2496877
2336109.29137
2337109.3311646
2338109.3689987
2339109.4047993
2340109.4384931
2341109.4700067
2342109.4992663
2343109.526198
2344109.5507275
2345109.5727804
2346109.592282
2347109.6091574
2348109.6233314
2349109.6347286
2350109.6432734
2351109.64889
2352109.6515021
2353109.6510334
2354109.6474074
2355109.6405472
2356109.6303757
2357109.6168155
2358109.5997892
2359109.5792189
2360109.5550265
2361109.5271339
2362109.4954623
2363109.4599332
2364109.4204673
2365109.3769856
2366109.3294084
2367109.2776561
2368109.2216486
2369109.1613057
2370109.0965469
2371109.0273067
2372108.95358
2373108.8753769
2374108.7927077
2375108.7055825
2376108.6140117
2377108.5180058
2378108.4175751
2379108.3127301
2380108.2034814
2381108.0898398
2382107.9718157
2383107.8494201
2384107.7226638
2385107.5915575
2386107.4561123
2387107.3163392
2388107.1722493
2389107.0238536
2390106.8711635
2391106.7141901
2392106.5529448
2393106.3874389
2394106.217684
2395106.0436915
2396105.865473
2397105.6830402
2398105.4964048
2399105.3055785
2400105.1105732
2401104.9114008
2402104.7080732
2403104.5006025
2404104.2890008
2405104.0732802
2406103.8534529
2407103.6295312
2408103.4015275
2409103.1694542
2410102.9333238
2411102.693158
2412102.4490157
2413102.2009652
2414101.949075
2415101.693414
2416101.4340511
2417101.1710558
2418100.9044975
2419100.634446
2420100.3609714
2421100.084144
2422,99.80403437
2423,99.5207133
2424,99.23425184
2425,98.9447213
2426,98.65219326
2427,98.35673951
2428,98.05843213
2429,97.75734344
2430,97.45354601
2431,97.14711266
2432,96.83811649
2433,96.52663081
2434,96.21272923
2435,95.89648558
2436,95.57797396
2437,95.25726873
2438,94.9344445
2439,94.60957612
2440,94.28273873
2441,93.9540077
2442,93.62345865
2443,93.29116748
2444,92.95721035
2445,92.62166364
2446,92.28460403
2447,91.94610843
2448,91.60625402
2449,91.26511824
2450,90.92277877
2451,90.57931309
2452,90.23479691
2453,89.88930572
2454,89.54291525
2455,89.19570148
2456,88.84774065
2457,88.49910923
2458,88.14988396
2459,87.80014183
2460,87.44996007
2461,87.09941618
2462,86.74858789
2463,86.39755319
2464,86.04639033
2465,85.69517781
2466,85.34399437
2467,84.99291903
2468,84.64203104
2469,84.29140991
2470,83.94113541
2471,83.59128755
2472,83.24194661
2473,82.89319312
2474,82.54510787
2475,82.19777188
2476,81.85126646
2477,81.50567316
2478,81.16107378
2479,80.81755039
2480,80.47518531
2481,80.1340611
2482,79.79426062
2483,79.45586693
2484,79.1189634
2485,78.78363363
2486,78.44996149
2487,78.11803109
2488,77.78792682
2489,77.45973332
2490,77.13353548
2491,76.80941049
2492,76.48740384
2493,76.16755315
2494,75.84989616
2495,75.53447071
2496,75.22131475
2497,74.91046634
2498,74.60196363
2499,74.29584489
2500,73.99214851
2501,73.69091295
2502,73.39217681
2503,73.09597879
2504,72.80235768
2505,72.51135241
2506,72.22300198
2507,71.93734552
2508,71.65442227
2509,71.37427156
2510,71.09693285
2511,70.82244569
2512,70.55084975
2513,70.2821848
2514,70.01649072
2515,69.75380749
2516,69.49417523
2517,69.23763413
2518,68.98422451
2519,68.73398679
2520,68.48696151
2521,68.24318931
2522,68.00271094
2523,67.76556726
2524,67.53179923
2525,67.30144794
2526,67.07455458
2527,66.85116044
2528,66.63130692
2529,66.41503556
2530,66.20238797
2531,65.99339639
2532,65.78805517
2533,65.58634907
2534,65.38826282
2535,65.19378105
2536,65.00288833
2537,64.81556917
2538,64.63180801
2539,64.45158919
2540,64.27489701
2541,64.1017157
2542,63.93202939
2543,63.76582217
2544,63.60307805
2545,63.44378097
2546,63.28791479
2547,63.1354633
2548,62.98641023
2549,62.84073924
2550,62.69843391
2551,62.55947774
2552,62.42385418
2553,62.29154659
2554,62.16253827
2555,62.03681245
2556,61.91435228
2557,61.79514083
2558,61.67916113
2559,61.56639611
2560,61.45682862
2561,61.35044148
2562,61.24721739
2563,61.14713901
2564,61.05018892
2565,60.95634962
2566,60.86560354
2567,60.77793304
2568,60.69332041
2569,60.61174786
2570,60.53319754
2571,60.45764618
2572,60.38504906
2573,60.31535596
2574,60.24851649
2575,60.1844801
2576,60.12319603
2577,60.06461339
2578,60.00868108
2579,59.95534786
2580,59.90456228
2581,59.85627275
2582,59.81042748
2583,59.76697453
2584,59.72586176
2585,59.68703686
2586,59.65044737
2587,59.61604063
2588,59.5837638
2589,59.5535639
2590,59.52538773
2591,59.49918195
2592,59.47489301
2593,59.45246722
2594,59.4318507
2595,59.41298938
2596,59.39582902
2597,59.38031522
2598,59.36639337
2599,59.35400873
2600,59.34310634
2601,59.33363107
2602,59.32552764
2603,59.31874056
2604,59.31321418
2605,59.30889266
2606,59.30571999
2607,59.30363998
2608,59.30259627
2609,59.3025323
2610,59.30339134
2611,59.30511754
2612,59.30765899
2613,59.31096468
2614,59.31498343
2615,59.3196639
2616,59.32495459
2617,59.33080384
2618,59.33715983
2619,59.34397058
2620,59.35118394
2621,59.3587476
2622,59.3666091
2623,59.3747158
2624,59.38301491
2625,59.39145348
2626,59.39997839
2627,59.40853635
2628,59.41707393
2629,59.42553752
2630,59.43387334
2631,59.44202748
2632,59.44994582
2633,59.45757412
2634,59.46485794
2635,59.4717427
2636,59.47817366
2637,59.48409588
2638,59.4894543
2639,59.49419367
2640,59.49825858
2641,59.50159346
2642,59.50414257
2643,59.50585
2644,59.50665968
2645,59.50651538
2646,59.50536071
2647,59.50313908
2648,59.49979378
2649,59.49526791
2650,59.48950439
2651,59.48245167
2652,59.47408077
2653,59.46436829
2654,59.45329079
2655,59.44082475
2656,59.42694659
2657,59.41163267
2658,59.39485928
2659,59.37660264
2660,59.35683893
2661,59.33554423
2662,59.3126946
2663,59.28826598
2664,59.2622343
2665,59.2345754
2666,59.20526504
2667,59.17427895
2668,59.14159276
2669,59.10718207
2670,59.07102238
2671,59.03308916
2672,58.99335778
2673,58.95180358
2674,58.90840181
2675,58.86312766
2676,58.81595625
2677,58.76686266
2678,58.71582187
2679,58.66280881
2680,58.60779836
2681,58.55076531
2682,58.4916844
2683,58.43053029
2684,58.36727759
2685,58.30190084
2686,58.2343745
2687,58.16467298
2688,58.09277062
2689,58.0186417
2690,57.94226042
2691,57.86360725
2692,57.78268799
2693,57.69951481
2694,57.61409989
2695,57.5264555
2696,57.43659395
2697,57.34452757
2698,57.25026877
2699,57.15382999
2700,57.05522371
2701,56.95446248
2702,56.85155887
2703,56.74652553
2704,56.63937512
2705,56.53012038
2706,56.41877408
2707,56.30534903
2708,56.18985811
2709,56.07231424
2710,55.95273037
2711,55.83111952
2712,55.70749475
2713,55.58186917
2714,55.45425592
2715,55.32466821
2716,55.1931193
2717,55.05962248
2718,54.92419109
2719,54.78683853
2720,54.64757825
2721,54.50642373
2722,54.36338851
2723,54.21848618
2724,54.07173038
2725,53.92313478
2726,53.77271312
2727,53.62047918
2728,53.46644679
2729,53.31062982
2730,53.15304221
2731,52.99370135
2732,52.83263845
2733,52.66988825
2734,52.50548561
2735,52.33946547
2736,52.17186291
2737,52.0027131
2738,51.83205133
2739,51.659913
2740,51.48633361
2741,51.31134878
2742,51.13499424
2743,50.95730582
2744,50.77831947
2745,50.59807123
2746,50.41659729
2747,50.23393392
2748,50.0501175
2749,49.86518454
2750,49.67917164
2751,49.49211552
2752,49.30405302
2753,49.11502107
2754,48.92505673
2755,48.73419716
2756,48.54247965
2757,48.34994157
2758,48.15662043
2759,47.96255383
2760,47.7677795
2761,47.57233528
2762,47.3762591
2763,47.17958904
2764,46.98236325
2765,46.78462002
2766,46.58639775
2767,46.38773494
2768,46.18867021
2769,45.9892423
2770,45.78949006
2771,45.58945163
2772,45.38916209
2773,45.18865578
2774,44.98796718
2775,44.78713083
2776,44.58618139
2777,44.38515362
2778,44.18408238
2779,43.98300263
2780,43.78194941
2781,43.58095789
2782,43.38006333
2783,43.17930107
2784,42.97870658
2785,42.7783154
2786,42.57816321
2787,42.37828576
2788,42.1787189
2789,41.9794986
2790,41.78066091
2791,41.58224199
2792,41.38427811
2793,41.18680563
2794,40.98986101
2795,40.79348082
2796,40.59770172
2797,40.40256048
2798,40.20809397
2799,40.01433915
2800,39.82133311
2801,39.62911301
2802,39.43771613
2803,39.24717985
2804,39.05754164
2805,38.8688391
2806,38.68110989
2807,38.49439181
2808,38.30872274
2809,38.12414069
2810,37.94068373
2811,37.7583863
2812,37.57726789
2813,37.39734423
2814,37.21863114
2815,37.04114443
2816,36.86489999
2817,36.68991372
2818,36.51620158
2819,36.34377954
2820,36.17266365
2821,36.00286996
2822,35.83441458
2823,35.66731365
2824,35.50158335
2825,35.33723991
2826,35.17429958
2827,35.01277867
2828,34.85269352
2829,34.69406049
2830,34.53689601
2831,34.38121653
2832,34.22703855
2833,34.0743786
2834,33.92325326
2835,33.77367913
2836,33.62567287
2837,33.47925117
2838,33.33443076
2839,33.19122841
2840,33.04966093
2841,32.90974517
2842,32.77149801
2843,32.63493638
2844,32.50007726
2845,32.36693764
2846,32.23553458
2847,32.10588515
2848,31.9780065
2849,31.85191577
2850,31.72763018
2851,31.6051628
2852,31.48451001
2853,31.365664
2854,31.24861692
2855,31.13336092
2856,31.01988807
2857,30.90819044
2858,30.79826008
2859,30.69008898
2860,30.58366911
2861,30.47899243
2862,30.37605083
2863,30.27483621
2864,30.1753404
2865,30.07755524
2866,29.98147251
2867,29.88708397
2868,29.79438134
2869,29.70335632
2870,29.61400058
2871,29.52630574
2872,29.44026342
2873,29.35586518
2874,29.27310256
2875,29.19196708
2876,29.11245021
2877,29.03454339
2878,28.95823806
2879,28.88352558
2880,28.81039732
2881,28.73884459
2882,28.66885869
2883,28.60043088
2884,28.53355238
2885,28.46821439
2886,28.40440808
2887,28.34212458
2888,28.28135499
2889,28.22209039
2890,28.16432181
2891,28.10803826
2892,28.05322075
2893,27.9998482
2894,27.9478995
2895,27.89735343
2896,27.84818876
2897,27.80038415
2898,27.75391822
2899,27.70876952
2900,27.66491652
2901,27.62233765
2902,27.58101125
2903,27.54091562
2904,27.50202896
2905,27.46432945
2906,27.42779516
2907,27.39240412
2908,27.3581343
2909,27.32496357
2910,27.29286978
2911,27.26183067
2912,27.23182395
2913,27.20282725
2914,27.17481813
2915,27.14777409
2916,27.12167255
2917,27.09649088
2918,27.07220639
2919,27.0487963
2920,27.02623779
2921,27.00450794
2922,26.9835838
2923,26.96344233
2924,26.94406044
2925,26.92541495
2926,26.90748263
2927,26.89024018
2928,26.87366425
2929,26.85773138
2930,26.84241809
2931,26.82770049
2932,26.81355334
2933,26.79995103
2934,26.78686784
2935,26.77427802
2936,26.76215573
2937,26.75047504
2938,26.73920998
2939,26.72833448
2940,26.71782241
2941,26.70764757
2942,26.69778368
2943,26.68820438
2944,26.67888326
2945,26.66979382
2946,26.66090949
2947,26.65220362
2948,26.6436495
2949,26.63522033
2950,26.62688927
2951,26.61862936
2952,26.61041361
2953,26.60221491
2954,26.59400613
2955,26.58576003
2956,26.5774493
2957,26.56904656
2958,26.56052437
2959,26.55185519
2960,26.54301143
2961,26.53396541
2962,26.52468938
2963,26.51515553
2964,26.50533595
2965,26.49520267
2966,26.48472765
2967,26.47388277
2968,26.46263982
2969,26.45097056
2970,26.43884662
2971,26.42624641
2972,26.41317556
2973,26.39964655
2974,26.38567188
2975,26.3712641
2976,26.35643578
2977,26.34119956
2978,26.32556807
2979,26.309554
2980,26.29317008
2981,26.27642907
2982,26.25934375
2983,26.24192697
2984,26.22419157
2985,26.20615048
2986,26.18781661
2987,26.16920295
2988,26.15032251
2989,26.13118832
2990,26.11181346
2991,26.09221107
2992,26.07239427
2993,26.05237627
2994,26.03217029
2995,26.01178959
2996,25.99124746
2997,25.97055723
2998,25.94973228
2999,25.92878601
3000,25.90773186

